name,cpumark,tdp,cat,cores,gpu_name
AMD Ryzen 7 5800HS Creator Edition,"17,636",35.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 5800U,"18,050",15.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 5825U,"17,993",15.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 6800H,"22,874",45.0,Laptop,8,AMD Radeon 680M
AMD Ryzen 7 6800HS,"22,603",35.0,Laptop,8,AMD Radeon 680M
AMD Ryzen 7 6800HS Creator Edition,"21,400",35.0,Laptop,8,AMD Radeon 680M
AMD Ryzen 7 6800U,"20,768",28.0,Laptop,8,AMD Radeon 680M
AMD Ryzen 7 6810U,"22,741",15.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 7445HS,"19,057",35.0,Laptop,6,AMD Radeon Graphics
AMD Ryzen 7 7700G,"32,432",65.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 7730U,"17,612",15.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 7735H,"23,509",54.0,Laptop,8,AMD Radeon 680M
AMD Ryzen 7 7735HS,"22,721",54.0,Laptop,8,AMD Radeon 680M
AMD Ryzen 7 7735U,"20,495",28.0,Laptop,8,AMD Radeon 680M
AMD Ryzen 7 7736U,"21,696",28.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 7745HX,"32,490",55.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 7840H,"27,816",54.0,Laptop,8,AMD Radeon 780M
AMD Ryzen 7 7840HS,"28,487",54.0,Laptop,8,AMD Radeon 780M
AMD Ryzen 7 7840S,"23,290",54.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 7840U,"24,502",30.0,Laptop,8,AMD Radeon 780M
AMD Ryzen 7 8745H,"29,422",45.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 Extreme Edition,"16,329",45.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 H 250,"24,508",45.0,Laptop,8,AMD Radeon 610M Graphics
AMD Ryzen 7 H 260,"29,321",45.0,Laptop,8,AMD Radeon 610M Graphics
AMD Ryzen 7 PRO 250,"21,384",28.0,Laptop,8,AMD Radeon 600M Graphics
AMD Ryzen 7 PRO 2700U,"7,007",15.0,Laptop,4,AMD Radeon Graphics
AMD Ryzen 7 PRO 3700U,"7,187",15.0,Laptop,4,AMD Radeon Graphics
AMD Ryzen 7 PRO 4750U,"14,736",15.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 PRO 5800H,"19,461",45.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 PRO 5850U,"16,775",15.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 PRO 5875U,"16,668",15.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 PRO 6850H,"23,428",45.0,Laptop,8,AMD Radeon 680M
AMD Ryzen 7 PRO 6850HS,"22,322",35.0,Laptop,8,AMD Radeon 680M
AMD Ryzen 7 PRO 6850U,"20,473",28.0,Laptop,8,AMD Radeon 680M
AMD Ryzen 7 PRO 6860Z,"20,084",28.0,Laptop,8,AMD Radeon 680M
AMD Ryzen 7 PRO 7730U,"18,138",15.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 Pro 7735U,"18,465",28.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 PRO 7840HS,"26,779",54.0,Laptop,8,AMD Radeon 780M
AMD Ryzen 7 PRO 7840U,"24,440",30.0,Laptop,8,AMD Radeon 780M
AMD Ryzen 7 PRO 8840H,"27,994",45.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 9 4900H,"18,832",45.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 9 4900HS,"18,791",35.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 9 4950U Mobile,"16,290",15.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 9 5900H,"13,510",45.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 9 5900HS,"21,154",35.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 9 5900HS Creator Edition,"18,169",35.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 9 5900HX,"22,145",45.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 9 5980HS,"20,257",35.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 9 5980HX,"23,193",45.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 9 6900HS,"23,000",35.0,Laptop,8,AMD Radeon 680M
AMD Ryzen 9 6900HS Creator Edition,"21,158",35.0,Laptop,8,AMD Radeon 680M
AMD Ryzen 9 6900HX,"24,191",45.0,Laptop,8,AMD Radeon 680M
AMD Ryzen 9 7845HX,"44,882",55.0,Laptop,12,
AMD Ryzen 9 7940H,"29,168",54.0,Laptop,8,AMD Radeon 780M
AMD Ryzen 9 7940HS,"29,949",54.0,Laptop,8,AMD Radeon 780M
AMD Ryzen 9 7945HX,"54,206",55.0,Laptop,16,AMD Radeon Graphics
AMD Ryzen 9 7945HX3D,"57,842",55.0,Laptop,16,AMD Radeon Graphics
AMD Ryzen 9 8945HX,"52,029",55.0,Laptop,16,
AMD Ryzen 9 PRO 6950H,"23,810",45.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 9 PRO 6950HS,"22,631",35.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 9 PRO 7940HS,"27,287",45.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen AI 5 430,"13,958",28.0,Laptop,1,AMD Radeon 860M
AMD Ryzen AI 7 350,"24,920",45.0,Laptop,4,AMD Radeon 880M
AMD Ryzen AI 7 PRO 450,"26,108",28.0,Laptop,4,AMD Radeon 880M
AMD Ryzen AI 9 H 365,"30,235",54.0,Laptop,4,AMD Radeon 880M
AMD Ryzen AI 9 HX 470,"36,044",28.0,Laptop,4,AMD Radeon 890M
AMD Ryzen AI Max Pro 380,"24,431",55.0,Laptop,6,AMD Radeon 8060S Graphics
AMD Ryzen AI Max Pro 390,"43,016",55.0,Laptop,12,AMD Radeon 8060S Graphics
AMD Ryzen AI Max+ 395,"55,181",55.0,Laptop,16,AMD Radeon 8060S Graphics
AMD Ryzen AI Max+ Pro 395,"51,491",55.0,Laptop,16,AMD Radeon 8060S Graphics
AMD Sempron M120,281,25.0,Laptop,1,AMD Radeon Graphics
AMD Sempron SI-40,288,25.0,Laptop,1,AMD Radeon Graphics
AMD Sempron SI-42,245,25.0,Laptop,1,AMD Radeon Graphics
AMD Turion 64 Mobile MK-36,334,31.0,Laptop,1,AMD Radeon Graphics
AMD Turion 64 Mobile MK-38,362,31.0,Laptop,1,AMD Radeon Graphics
AMD Turion 64 Mobile ML-28,254,25.0,Laptop,1,AMD Radeon Graphics
AMD Turion 64 Mobile ML-30,277,35.0,Laptop,1,AMD Radeon Graphics
AMD Turion 64 Mobile ML-32,285,35.0,Laptop,1,AMD Radeon Graphics
AMD Turion 64 Mobile ML-34,319,35.0,Laptop,1,AMD Radeon Graphics
AMD Turion 64 Mobile ML-37,334,35.0,Laptop,1,AMD Radeon Graphics
AMD Turion 64 Mobile ML-40,336,35.0,Laptop,1,AMD Radeon Graphics
AMD Turion 64 Mobile ML-42,400,35.0,Laptop,1,AMD Radeon Graphics
AMD Turion 64 Mobile ML-44,384,35.0,Laptop,1,AMD Radeon Graphics
AMD Turion 64 Mobile MT-30,246,25.0,Laptop,1,AMD Radeon Graphics
AMD Turion 64 Mobile MT-32,286,24.0,Laptop,1,AMD Radeon Graphics
AMD Turion 64 Mobile MT-34,279,24.0,Laptop,1,AMD Radeon Graphics
AMD Turion 64 Mobile MT-37,274,25.0,Laptop,1,AMD Radeon Graphics
AMD Turion 64 X2 Mobile TL-50,486,31.0,Laptop,2,AMD Radeon Graphics
AMD Turion 64 X2 Mobile TL-52,536,31.0,Laptop,2,AMD Radeon Graphics
AMD Turion 64 X2 Mobile TL-56,514,31.0,Laptop,2,AMD Radeon Graphics
AMD Turion 64 X2 Mobile TL-58,485,31.0,Laptop,2,AMD Radeon Graphics
AMD Turion 64 X2 Mobile TL-60,641,31.0,Laptop,2,AMD Radeon Graphics
AMD Turion 64 X2 Mobile TL-62,668,35.0,Laptop,2,AMD Radeon Graphics
AMD Turion 64 X2 Mobile TL-64,716,35.0,Laptop,2,AMD Radeon Graphics
AMD Turion 64 X2 Mobile TL-66,716,35.0,Laptop,2,AMD Radeon Graphics
AMD Turion 64 X2 Mobile TL-68,866,35.0,Laptop,2,AMD Radeon Graphics
AMD Turion Dual-Core RM-70,561,31.0,Laptop,2,AMD Radeon Graphics
AMD Turion Dual-Core RM-72,649,35.0,Laptop,2,AMD Radeon Graphics
AMD Turion Dual-Core RM-74,588,35.0,Laptop,2,AMD Radeon Graphics
AMD Turion Dual-Core RM-75,659,35.0,Laptop,2,AMD Radeon Graphics
AMD Turion II Dual-Core Mobile M500,751,35.0,Laptop,2,AMD Radeon Graphics
AMD Turion II Dual-Core Mobile M520,855,35.0,Laptop,2,AMD Radeon Graphics
AMD Turion II Dual-Core Mobile M540,912,35.0,Laptop,2,AMD Radeon Graphics
AMD Turion II N530 Dual-Core,855,35.0,Laptop,2,AMD Radeon Graphics
AMD Turion II N550 Dual-Core,877,35.0,Laptop,2,AMD Radeon Graphics
AMD Turion II Neo K625 Dual-Core,618,15.0,Laptop,2,AMD Radeon Graphics
AMD Turion II Neo K685 Dual-Core,684,15.0,Laptop,2,AMD Radeon Graphics
AMD Turion II Neo N40L Dual-Core,631,15.0,Laptop,2,AMD Radeon Graphics
AMD Turion II Neo N54L Dual-Core,862,25.0,Laptop,2,AMD Radeon Graphics
AMD Turion II P520 Dual-Core,870,25.0,Laptop,2,AMD Radeon Graphics
AMD Turion II P540 Dual-Core,922,35.0,Laptop,2,AMD Radeon Graphics
AMD Turion II P560 Dual-Core,913,25.0,Laptop,2,AMD Radeon Graphics
AMD Turion II Ultra Dual-Core Mobile M600,955,35.0,Laptop,2,AMD Radeon Graphics
AMD Turion II Ultra Dual-Core Mobile M620,814,35.0,Laptop,2,AMD Radeon Graphics
AMD Turion II Ultra Dual-Core Mobile M640,"1,034",35.0,Laptop,2,AMD Radeon Graphics
AMD Turion II Ultra Dual-Core Mobile M660,"1,011",35.0,Laptop,2,AMD Radeon Graphics
AMD Turion Neo X2 Dual Core L625,468,18.0,Laptop,2,AMD Radeon Graphics
AMD Turion X2 Dual Core L510,603,20.0,Laptop,2,AMD Radeon Graphics
AMD Turion X2 Dual Core Mobile RM-70,497,31.0,Laptop,2,AMD Radeon Graphics
AMD Turion X2 Dual Core Mobile RM-76,691,35.0,Laptop,2,AMD Radeon Graphics
AMD Turion X2 Dual-Core Mobile RM-70,612,31.0,Laptop,2,AMD Radeon Graphics
AMD Turion X2 Dual-Core Mobile RM-72,656,35.0,Laptop,2,AMD Radeon Graphics
AMD Turion X2 Dual-Core Mobile RM-74,652,35.0,Laptop,2,AMD Radeon Graphics
AMD Turion X2 Dual-Core Mobile RM-75,733,35.0,Laptop,2,AMD Radeon Graphics
AMD Turion X2 Dual-Core Mobile RM-76,799,35.0,Laptop,2,AMD Radeon Graphics
AMD Turion X2 Dual-Core Mobile RM-77,562,35.0,Laptop,2,AMD Radeon Graphics
AMD Turion X2 Ultra Dual-Core Mobile ZM-80,506,32.0,Laptop,2,AMD Radeon Graphics
AMD Turion X2 Ultra Dual-Core Mobile ZM-82,645,35.0,Laptop,2,AMD Radeon Graphics
AMD Turion X2 Ultra Dual-Core Mobile ZM-84,802,35.0,Laptop,2,AMD Radeon Graphics
AMD Turion X2 Ultra Dual-Core Mobile ZM-85,828,35.0,Laptop,2,AMD Radeon Graphics
AMD Turion X2 Ultra Dual-Core Mobile ZM-86,695,35.0,Laptop,2,AMD Radeon Graphics
AMD Turion X2 Ultra Dual-Core Mobile ZM-87,783,35.0,Laptop,2,AMD Radeon Graphics
AMD TurionX2 Dual Core Mobile RM-70,536,31.0,Laptop,2,AMD Radeon Graphics
AMD TurionX2 Dual Core Mobile RM-72,471,35.0,Laptop,2,AMD Radeon Graphics
AMD TurionX2 Ultra DualCore Mobile ZM-85,841,35.0,Laptop,2,AMD Radeon Graphics
AMD V105,184,9.0,Laptop,1,AMD Radeon Graphics
AMD V120,390,25.0,Laptop,1,AMD Radeon Graphics
AMD V140,422,25.0,Laptop,1,AMD Radeon Graphics
AMD V160,360,25.0,Laptop,1,AMD Radeon Graphics
AMD Z-60 APU,262,4.5,Laptop,2,AMD Radeon Graphics
Apple M2 Max 12 Core 3680 MHz,"26,839",30.0,Laptop,12,Apple 38-core GPU
Apple M2 Pro 12 Core 3480 MHz,"26,697",30.0,Laptop,12,Apple 19-core GPU
Apple M3 Max 14 Core,"36,485",78.0,Laptop,10,Apple GPU
Apple M3 Max 16 Core,"41,279",78.0,Laptop,12,Apple GPU
Apple M3 Pro 11 Core,"24,866",27.0,Laptop,5,Apple GPU
Apple M3 Pro 12 Core,"24,059",27.0,Laptop,6,Apple GPU
Apple M4 Max 14 Core,"38,486",40.0,Laptop,10,Apple GPU
Apple M4 Max 16 Core,"44,048",40.0,Laptop,12,Apple GPU
Celeron Dual-Core T3000 @ 1.80GHz,650,35.0,Laptop,2,
Celeron Dual-Core T3100 @ 1.90GHz,625,35.0,Laptop,2,
Celeron Dual-Core T3300 @ 2.00GHz,633,35.0,Laptop,2,
Celeron Dual-Core T3500 @ 2.10GHz,764,35.0,Laptop,2,
Fabrikams XY9 @ 3.15 GHz,"6,715",15.0,Laptop,8,
Intel Atom C2338 @ 1.74GHz,584,7.0,Laptop,2,
Intel Atom C2358 @ 1.74GHz,562,7.0,Laptop,2,
Intel Atom C2538 @ 2.40GHz,968,15.0,Laptop,4,
Intel Atom D2701 @ 2.13GHz,515,10.0,Laptop,2,Intel HD Graphics
Intel Atom E3826 @ 1.46GHz,334,7.0,Laptop,2,Intel HD Graphics
Intel Atom E3827 @ 1.74GHz,480,8.0,Laptop,2,Intel HD Graphics
Intel Atom E3900 @ 1.60GHz,"1,953",10.0,Laptop,4,Intel HD Graphics
Intel Atom N2100 @ 1.60GHz,193,3.5,Laptop,1,Intel GMA 3150
Intel Atom N2600 @ 1.60GHz,344,3.5,Laptop,2,Intel GMA 3150
Intel Atom N270 @ 1.60GHz,136,2.5,Laptop,1,Intel GMA 3150
Intel Atom N280 @ 1.66GHz,157,2.5,Laptop,1,Intel GMA 3150
Intel Atom N2800 @ 1.86GHz,444,6.5,Laptop,2,Intel GMA 3150
Intel Atom N450 @ 1.66GHz,206,5.5,Laptop,1,Intel GMA 3150
Intel Atom N455 @ 1.66GHz,188,6.5,Laptop,1,Intel GMA 3150
Intel Atom N470 @ 1.83GHz,224,6.5,Laptop,1,Intel GMA 3150
Intel Atom N475 @ 1.83GHz,179,6.5,Laptop,1,Intel GMA 3150
Intel Atom N550 @ 1.50GHz,304,8.5,Laptop,2,Intel GMA 3150
Intel Atom N570 @ 1.66GHz,360,8.5,Laptop,2,Intel GMA 3150
Intel Atom T5700 @ 1.70GHz,"2,363",10.0,Laptop,4,Intel HD Graphics 500
Intel Atom x5-E3930 @ 1.30GHz,865,6.5,Laptop,2,Intel HD Graphics
Intel Atom x5-E3940 @ 1.60GHz,"1,816",9.5,Laptop,4,Intel HD Graphics
Intel Atom x5-E8000 @ 1.04GHz,990,5.0,Laptop,4,Intel HD Graphics
Intel Atom x5-Z8330 @ 1.44GHz,800,4.0,Laptop,4,Intel HD Graphics
Intel Atom x5-Z8350 @ 1.44GHz,894,4.0,Laptop,4,Intel HD Graphics
Intel Atom x5-Z8500 @ 1.44GHz,"1,245",4.0,Laptop,4,Intel HD Graphics
Intel Atom x7-E3950 @ 1.60GHz,"2,071",12.0,Laptop,4,Intel HD Graphics
Intel Atom x7-Z8700 @ 1.60GHz,"1,322",4.0,Laptop,4,Intel HD Graphics
Intel Atom x7-Z8750 @ 1.60GHz,"1,294",4.0,Laptop,4,Intel HD Graphics
Intel Atom Z2760 @ 1.80GHz,298,1.7,Laptop,2,Intel HD Graphics
Intel Atom Z3735D @ 1.33GHz,704,4.4,Laptop,4,Intel HD Graphics
Intel Atom Z3735E @ 1.33GHz,557,4.4,Laptop,4,Intel HD Graphics
Intel Atom Z3735F @ 1.33GHz,542,4.4,Laptop,4,Intel HD Graphics
Intel Atom Z3735G @ 1.33GHz,772,4.4,Laptop,4,Intel HD Graphics
Intel Atom Z3736F @ 1.33GHz,496,4.4,Laptop,4,Intel HD Graphics
Intel Atom Z3740 @ 1.33GHz,638,4.0,Laptop,4,Intel HD Graphics
Intel Atom Z3740D @ 1.33GHz,618,4.4,Laptop,4,Intel HD Graphics
Intel Atom Z3745 @ 1.33GHz,621,4.0,Laptop,4,Intel HD Graphics
Intel Atom Z3745D @ 1.33GHz,599,4.4,Laptop,4,Intel HD Graphics
Intel Atom Z3770 @ 1.46GHz,728,4.0,Laptop,4,Intel HD Graphics
Intel Atom Z3770D @ 1.49GHz,488,4.4,Laptop,4,Intel HD Graphics
Intel Atom Z3775 @ 1.46GHz,702,4.0,Laptop,4,Intel HD Graphics
Intel Atom Z3775D @ 1.49GHz,794,4.4,Laptop,4,Intel HD Graphics
Intel Atom Z3795 @ 1.60GHz,"1,196",4.0,Laptop,4,Intel HD Graphics
Intel Atom Z520 @ 1.33GHz,122,2.0,Laptop,1,Intel GMA 500
Intel Atom Z530 @ 1.60GHz,183,2.0,Laptop,1,Intel GMA 500
Intel Atom Z670 @ 1.50GHz,158,3.0,Laptop,1,Intel GMA 500
Intel Celeron 1000M @ 1.80GHz,"1,065",35.0,Laptop,2,Intel HD Graphics
Intel Celeron 1005M @ 1.90GHz,"1,119",35.0,Laptop,2,Intel HD Graphics
Intel Celeron 1007U @ 1.50GHz,844,17.0,Laptop,2,Intel HD Graphics
Intel Celeron 1017U @ 1.60GHz,884,17.0,Laptop,2,Intel HD Graphics
Intel Celeron 1020E @ 2.20GHz,"1,406",35.0,Laptop,2,Intel HD Graphics
Intel Celeron 1020M @ 2.10GHz,"1,275",35.0,Laptop,2,Intel HD Graphics
Intel Celeron 1037U @ 1.80GHz,"1,036",17.0,Laptop,2,Intel HD Graphics
Intel Celeron 2000E @ 2.20GHz,"1,607",37.0,Laptop,2,Intel HD Graphics
Intel Celeron 2002E @ 1.50GHz,"1,091",25.0,Laptop,2,Intel HD Graphics
Intel Celeron 215 @ 1.33GHz,174,27.0,Laptop,1,
Intel Celeron 2950M @ 2.00GHz,"1,238",37.0,Laptop,2,Intel HD Graphics
Intel Celeron 2955U @ 1.40GHz,905,15.0,Laptop,2,Intel HD Graphics
Intel Celeron 2957U @ 1.40GHz,847,15.0,Laptop,2,Intel HD Graphics
Intel Celeron 2961Y @ 1.10GHz,684,11.5,Laptop,2,Intel HD Graphics
Intel Celeron 2970M @ 2.20GHz,"1,501",37.0,Laptop,2,Intel HD Graphics
Intel Celeron 2980U @ 1.60GHz,"1,092",15.0,Laptop,2,Intel HD Graphics
Intel Celeron 2981U @ 1.60GHz,"1,036",15.0,Laptop,2,Intel HD Graphics
Intel Celeron 3205U @ 1.50GHz,959,15.0,Laptop,2,Intel HD Graphics
Intel Celeron 3215U @ 1.70GHz,"1,102",15.0,Laptop,2,Intel HD Graphics
Intel Celeron 3755U @ 1.70GHz,"1,182",15.0,Laptop,2,Intel HD Graphics
Intel Celeron 3765U @ 1.90GHz,"1,252",15.0,Laptop,2,Intel HD Graphics
Intel Celeron 3855U @ 1.60GHz,"1,215",15.0,Laptop,2,Intel HD Graphics
Intel Celeron 3865U @ 1.80GHz,"1,344",15.0,Laptop,2,Intel HD Graphics
Intel Celeron 3867U @ 1.80GHz,"1,449",15.0,Laptop,2,Intel HD Graphics
Intel Celeron 3955U @ 2.00GHz,"1,455",15.0,Laptop,2,Intel HD Graphics
Intel Celeron 3965U @ 2.20GHz,"1,753",15.0,Laptop,2,Intel HD Graphics
Intel Celeron 3965Y @ 1.50GHz,"1,201",6.0,Laptop,2,Intel HD Graphics
Intel Celeron 4205U @ 1.80GHz,"1,350",15.0,Laptop,2,Intel HD Graphics
Intel Celeron 5205U @ 1.90GHz,"1,431",15.0,Laptop,2,Intel HD Graphics
Intel Celeron 530 @ 1.73GHz,268,27.0,Laptop,1,
Intel Celeron 5305U @ 2.30GHz,"1,307",15.0,Laptop,2,Intel HD Graphics
Intel Celeron 540 @ 1.86GHz,305,30.0,Laptop,1,
Intel Celeron 550 @ 2.00GHz,334,31.0,Laptop,1,
Intel Celeron 560 @ 2.13GHz,339,31.0,Laptop,1,
Intel Celeron 570 @ 2.26GHz,344,31.0,Laptop,1,
Intel Celeron 6305 @ 1.80GHz,"2,052",15.0,Laptop,2,Intel HD Graphics
Intel Celeron 723 @ 1.20GHz,213,10.0,Laptop,1,Intel GMA 4500MHD
Intel Celeron 7305,"2,539",15.0,Laptop,1,Intel UHD Graphics
Intel Celeron 743 @ 1.30GHz,275,10.0,Laptop,1,Intel GMA 4500MHD
Intel Celeron 807 @ 1.50GHz,392,17.0,Laptop,1,Intel HD Graphics
Intel Celeron 807UE @ 1.00GHz,241,10.0,Laptop,1,Intel HD Graphics
Intel Celeron 827E @ 1.40GHz,371,17.0,Laptop,1,Intel HD Graphics
Intel Celeron 847 @ 1.10GHz,509,17.0,Laptop,2,Intel HD Graphics
Intel Celeron 847E @ 1.10GHz,584,17.0,Laptop,2,Intel HD Graphics
Intel Celeron 857 @ 1.20GHz,569,17.0,Laptop,2,Intel HD Graphics
Intel Celeron 867 @ 1.30GHz,588,17.0,Laptop,2,Intel HD Graphics
Intel Celeron 877 @ 1.40GHz,677,17.0,Laptop,2,Intel HD Graphics
Intel Celeron 887 @ 1.50GHz,764,17.0,Laptop,2,Intel HD Graphics
Intel Celeron 900 @ 2.20GHz,409,34.8,Laptop,1,
Intel Celeron 925 @ 2.30GHz,450,35.0,Laptop,1,
Intel Celeron B710 @ 1.60GHz,106,35.0,Laptop,1,Intel HD Graphics
Intel Celeron B800 @ 1.50GHz,695,35.0,Laptop,2,Intel HD Graphics
Intel Celeron B810 @ 1.60GHz,775,35.0,Laptop,2,Intel HD Graphics
Intel Celeron B815 @ 1.60GHz,757,35.0,Laptop,2,Intel HD Graphics
Intel Celeron B820 @ 1.70GHz,817,35.0,Laptop,2,Intel HD Graphics
Intel Celeron B830 @ 1.80GHz,873,35.0,Laptop,2,Intel HD Graphics
Intel Celeron B840 @ 1.90GHz,975,35.0,Laptop,2,Intel HD Graphics
Intel Celeron G3900E @ 2.40GHz,"2,034",35.0,Laptop,2,Intel HD Graphics 510
Intel Celeron G3900TE @ 2.30GHz,"1,850",35.0,Laptop,2,Intel HD Graphics 510
Intel Celeron M 1.00GHz,149,25.0,Laptop,1,Intel HD Graphics
Intel Celeron M 1.30GHz,205,25.0,Laptop,1,Intel HD Graphics
Intel Celeron M 1.50GHz,192,21.0,Laptop,1,Intel HD Graphics
Intel Celeron M 1.60GHz,190,30.0,Laptop,1,Intel HD Graphics
Intel Celeron M 1.70GHz,252,30.0,Laptop,1,Intel HD Graphics
Intel Celeron M 1300MHz,197,25.0,Laptop,1,Intel HD Graphics
Intel Celeron M 1500MHz,217,25.0,Laptop,1,Intel HD Graphics
Intel Celeron M 360 1.40GHz,221,21.0,Laptop,1,Intel HD Graphics
Intel Celeron M 410 @ 1.46GHz,123,27.0,Laptop,1,
Intel Celeron M 420 @ 1.60GHz,139,27.0,Laptop,1,
Intel Celeron M 430 @ 1.73GHz,169,27.0,Laptop,1,
Intel Celeron M 440 @ 1.86GHz,169,27.0,Laptop,1,
Intel Celeron M 443 @ 1.20GHz,125,5.5,Laptop,1,
Intel Celeron M 450 @ 2.00GHz,230,27.0,Laptop,1,
Intel Celeron M 520 @ 1.60GHz,239,30.0,Laptop,1,
Intel Celeron M 530 @ 1.73GHz,320,30.0,Laptop,1,
Intel Celeron M 723 @ 1.20GHz,267,10.0,Laptop,1,
Intel Celeron M 900MHz,123,24.0,Laptop,1,Intel HD Graphics
Intel Celeron N2805 @ 1.46GHz,335,4.3,Laptop,2,Intel HD Graphics
Intel Celeron N2806 @ 1.60GHz,486,4.5,Laptop,2,Intel HD Graphics
Intel Celeron N2807 @ 1.58GHz,495,4.3,Laptop,2,Intel HD Graphics
Intel Celeron N2808 @ 1.58GHz,491,4.5,Laptop,2,Intel HD Graphics
Intel Celeron N2810 @ 2.00GHz,396,7.5,Laptop,2,Intel HD Graphics
